dev,seq,hint,threads,time,workGB,tlb,readGB,CPUwork
/dev/md127,1,2,20,10.1018,6.80991,0,6.80615,3809
/dev/md127,1,2,20,11.1121,6.91406,0,6.91406,3808
/dev/md127,1,2,20,12.1223,6.83398,0,6.83398,3809
/dev/md127,1,2,20,13.1326,6.83789,0,6.83789,3808
/dev/md127,1,2,20,14.1428,6.81964,0,6.82605,3808
/dev/md127,1,2,20,15.153,4.23331,279943,4.23132,3771
/dev/md127,1,2,20,16.1634,2.5914,455392,2.59436,3747
/dev/md127,1,2,20,17.1736,2.60564,455919,2.59827,3748
/dev/md127,1,2,20,18.1838,2.6911,451651,2.69519,3748
/dev/md127,1,2,20,19.1947,2.74921,469265,2.75403,3750
/dev/md127,1,2,20,20.2052,2.68468,460951,2.67578,3748
/dev/md127,1,2,20,21.2156,2.56836,486865,2.56862,3746
/dev/md127,1,2,20,22.2263,2.65625,476664,2.65625,3748
/dev/md127,1,2,20,23.237,2.63953,461563,2.64648,3749
/dev/md127,1,2,20,24.2474,2.64453,460573,2.65625,3748
/dev/md127,1,2,20,25.2578,2.70196,460413,2.6875,3748
/dev/md127,1,2,20,26.268,2.69366,460149,2.68945,3748
/dev/md127,1,2,20,27.2783,2.74928,452291,2.75235,3749
/dev/md127,1,2,20,28.2885,2.82494,444346,2.82187,3749
/dev/md127,1,2,20,29.2987,2.68945,461515,2.68945,3747
/dev/md127,1,2,20,30.3093,2.5957,489064,2.5957,3745
/dev/md127,1,2,20,31.3199,2.58594,486980,2.58594,3745
/dev/md127,1,2,20,32.3302,2.75,461402,2.75,3746
/dev/md127,1,2,20,33.3403,2.77111,452201,2.77502,3747
/dev/md127,1,2,20,34.3508,2.84998,460049,2.84607,3749
/dev/md127,1,2,20,35.3612,2.5957,486414,2.5957,3743
/dev/md127,1,2,20,36.3716,2.625,483918,2.625,3744
/dev/md127,1,2,20,37.3817,2.82019,448441,2.82544,3746
/dev/md127,1,2,20,38.3923,2.86188,459659,2.86011,3748
/dev/md127,1,2,20,39.4027,2.58746,473741,2.58398,3746
/dev/md127,1,2,20,40.4132,2.60352,472746,2.60352,3746
/dev/md127,1,2,20,41.4236,2.6543,472123,2.6543,3746
/dev/md127,1,2,20,42.4341,2.68359,472253,2.68359,3747
/dev/md127,1,2,20,43.4442,2.74414,466080,2.74707,3746
/dev/md127,1,2,20,44.4542,2.81055,448584,2.80762,3748
/dev/md127,1,2,20,45.4647,2.74067,457652,2.75,3747
/dev/md127,1,2,20,46.475,2.59723,481996,2.58789,3746
/dev/md127,1,2,20,47.4856,2.66406,454585,2.66406,3747
/dev/md127,1,2,20,48.4959,2.62934,471199,2.63672,3746
/dev/md127,1,2,20,49.5064,2.61719,483416,2.61719,3747
/dev/md127,1,2,20,50.5167,2.8797,454652,2.87458,3749
/dev/md127,1,2,20,51.5272,2.75854,459080,2.75628,3747
/dev/md127,1,2,20,52.5377,2.65039,468454,2.65039,3746
/dev/md127,1,2,20,53.5481,2.62305,486957,2.62305,3745
/dev/md127,1,2,20,54.5588,2.60242,474712,2.61719,3747
/dev/md127,1,2,20,55.5691,2.66711,469701,2.6532,3744
/dev/md127,1,2,20,56.5792,2.76172,461066,2.76086,3746
/dev/md127,1,2,20,57.5895,2.66297,456039,2.67273,3746
/dev/md127,1,2,20,58.5996,2.67883,464129,2.66907,3745
/dev/md127,1,2,20,59.6098,2.87305,451735,2.87683,3749
/dev/md127,1,2,20,60.6204,2.67578,477238,2.672,3746
/dev/md127,1,2,20,61.6309,2.67188,456083,2.67188,3747
/dev/md127,1,2,20,62.6414,2.67383,455203,2.67383,3747
/dev/md127,1,2,20,63.6517,2.61523,482530,2.61523,3745
/dev/md127,1,2,20,64.6622,2.55664,477263,2.55664,3745
/dev/md127,1,2,20,65.6725,2.66059,445511,2.66406,3745
/dev/md127,1,2,20,66.6827,2.62066,460057,2.61719,3746
/dev/md127,1,2,20,67.693,2.78519,454751,2.79053,3747
/dev/md127,1,2,20,68.7031,2.66402,453797,2.65869,3746
/dev/md127,1,2,20,69.7133,2.65625,453793,2.65625,3746
/dev/md127,1,2,20,70.724,2.78711,451525,2.78711,3749
/dev/md127,1,2,20,71.7347,2.59613,472666,2.60547,3745
/dev/md127,1,2,20,72.7449,2.67926,478473,2.66992,3744
/dev/md127,1,2,20,73.7554,2.64648,442918,2.64648,3747
/dev/md127,1,2,20,74.7659,2.63477,458191,2.63477,3746
/dev/md127,1,2,20,75.7766,2.61523,446256,2.61523,3747
/dev/md127,1,2,20,76.7872,2.64648,457736,2.64648,3747
/dev/md127,1,2,20,77.7976,2.60004,483207,2.60528,3744
/dev/md127,1,2,20,78.808,2.7381,463501,2.73591,3748
/dev/md127,1,2,20,79.8182,2.69311,449607,2.69007,3747
/dev/md127,1,2,20,80.8286,2.60193,453216,2.60535,3746
/dev/md127,1,2,20,81.8389,2.49377,456492,2.49036,3744
/dev/md127,1,2,20,82.8491,2.70312,453708,2.70312,3747
/dev/md127,1,2,20,83.8594,2.50646,456596,2.50867,3745
/dev/md127,1,2,20,84.8695,2.84315,446974,2.84094,3748
/dev/md127,1,2,20,85.8799,2.52289,452294,2.52832,3746
/dev/md127,1,2,20,86.8902,2.79351,446230,2.78809,3748
/dev/md127,1,2,20,87.9004,2.60547,457460,2.60993,3744
/dev/md127,1,2,20,88.9108,2.54303,452614,2.54785,3745
/dev/md127,1,2,20,89.921,2.46417,460392,2.46191,3743
/dev/md127,1,2,20,90.9312,2.86584,446669,2.86328,3748
/dev/md127,1,2,20,91.9419,2.61176,454620,2.61523,3748
/dev/md127,1,2,20,92.9526,2.64844,478835,2.64722,3746
/dev/md127,1,2,20,93.963,2.56445,467587,2.56567,3745
/dev/md127,1,2,20,94.9735,2.65973,481882,2.65625,3746
/dev/md127,1,2,20,95.9837,2.74023,455375,2.74414,3747
/dev/md127,1,2,20,96.9942,2.57294,452818,2.57205,3747
/dev/md127,1,2,20,98.0044,2.69854,454038,2.69553,3746
/dev/md127,1,2,20,99.0146,2.56836,452936,2.56836,3746
/dev/md127,1,2,20,100.025,2.87695,457525,2.87695,3748
/dev/md127,1,2,20,101.036,2.52821,477859,2.54688,3745
/dev/md127,1,2,20,102.046,2.64215,455549,2.63086,3746
/dev/md127,1,2,20,103.057,2.53711,444851,2.53906,3747
/dev/md127,1,2,20,104.068,2.6734,458901,2.66406,3747
/dev/md127,1,2,20,105.078,2.56836,452229,2.56836,3746
/dev/md127,1,2,20,106.089,2.65625,462432,2.65625,3747
/dev/md127,1,2,20,107.099,2.56445,468855,2.56445,3747
/dev/md127,1,2,20,108.11,2.64692,446195,2.6543,3748
/dev/md127,1,2,20,109.121,2.60395,461096,2.62135,3746
/dev/md127,1,2,20,110.131,2.90734,448862,2.88257,3748
/dev/md127,1,2,20,111.141,2.55859,454970,2.55859,3746
/dev/md127,1,2,20,112.151,2.72461,452040,2.72461,3747
/dev/md127,1,2,20,113.162,2.75043,467555,2.75195,3749
/dev/md127,1,2,20,114.173,2.56793,461889,2.56641,3747
/dev/md127,1,2,20,115.184,2.63477,473132,2.63477,3746
/dev/md127,1,2,20,116.194,2.62305,477570,2.62305,3745
/dev/md127,1,2,20,117.204,2.82617,448550,2.82617,3747
/dev/md127,1,2,20,118.214,2.78906,452334,2.78906,3746
/dev/md127,1,2,20,119.225,2.67231,457882,2.67578,3747
/dev/md127,1,2,20,120.236,2.58984,479884,2.5957,3746
/dev/md127,1,2,20,121.246,2.63672,464147,2.63477,3748
/dev/md127,1,2,20,122.257,2.5816,485548,2.57422,3745
/dev/md127,1,2,20,123.268,2.95209,449858,2.95312,3749
/dev/md127,1,2,20,124.278,2.46392,454229,2.46301,3745
/dev/md127,1,2,20,125.288,2.79218,452291,2.80176,3747
/dev/md127,1,2,20,126.299,2.66094,465536,2.65125,3746
/dev/md127,1,2,20,127.31,2.64062,482288,2.64062,3746
/dev/md127,1,2,20,128.32,2.60352,475353,2.60352,3745
/dev/md127,1,2,20,129.331,2.63813,469816,2.64404,3747
/dev/md127,1,2,20,130.341,2.68958,456105,2.69156,3747
/dev/md127,1,2,20,131.352,2.65667,455450,2.65063,3746
/dev/md127,1,2,20,132.362,2.92188,453320,2.92004,3747
/dev/md127,1,2,20,133.373,2.68555,455066,2.68555,3747
/dev/md127,1,2,20,134.383,2.59809,456812,2.60352,3747
/dev/md127,1,2,20,135.394,2.60113,471490,2.5957,3745
/dev/md127,1,2,20,136.404,2.52148,495156,2.52148,3743
/dev/md127,1,2,20,137.415,2.95312,445212,2.95312,3748
/dev/md127,1,2,20,138.425,2.73481,450555,2.73633,3747
/dev/md127,1,2,20,139.436,2.61871,477248,2.61719,3745
/dev/md127,1,2,20,140.446,2.57812,467362,2.57812,3746
/dev/md127,1,2,20,141.457,2.56205,479401,2.56982,3744
/dev/md127,1,2,20,142.467,2.77388,447706,2.76611,3748
/dev/md127,1,2,20,143.478,2.80469,448023,2.80469,3748
/dev/md127,1,2,20,144.488,2.65625,461637,2.65625,3746
/dev/md127,1,2,20,145.499,2.56641,468454,2.56641,3745
/dev/md127,1,2,20,146.509,2.57812,471648,2.57812,3745
/dev/md127,1,2,20,147.52,2.63715,465327,2.64258,3744
/dev/md127,1,2,20,148.53,2.61285,467860,2.60742,3745
/dev/md127,1,2,20,149.541,2.625,449883,2.625,3747
/dev/md127,1,2,20,150.551,2.68359,461722,2.68359,3746
/dev/md127,1,2,20,151.562,2.74219,449658,2.74219,3746
/dev/md127,1,2,20,152.572,2.47083,456183,2.47473,3744
/dev/md127,1,2,20,153.582,2.62097,449095,2.61707,3745
/dev/md127,1,2,20,154.593,2.70117,453766,2.70129,3745
/dev/md127,1,2,20,155.603,2.87305,442645,2.87292,3749
/dev/md127,1,2,20,156.613,2.58594,473333,2.58594,3745
/dev/md127,1,2,20,157.624,2.5766,488222,2.57813,3744
/dev/md127,1,2,20,158.634,2.79254,447198,2.79102,3748
/dev/md127,1,2,20,159.645,2.68555,449381,2.68555,3747
/dev/md127,1,2,20,160.655,2.66406,469478,2.66406,3746
/dev/md127,1,2,20,161.666,2.56836,451237,2.56836,3747
/dev/md127,1,2,20,162.676,2.61328,474340,2.61328,3747
/dev/md127,1,2,20,163.687,2.57422,458500,2.57422,3746
/dev/md127,1,2,20,164.697,2.6023,452236,2.60648,3745
/dev/md127,1,2,20,165.707,2.73552,445426,2.73129,3747
/dev/md127,1,2,20,166.718,2.81062,450273,2.81067,3748
/dev/md127,1,2,20,167.728,2.65234,466212,2.65234,3745
/dev/md127,1,2,20,168.739,2.55121,466163,2.55859,3745
/dev/md127,1,2,20,169.749,2.59332,470906,2.58594,3744
/dev/md127,1,2,20,170.76,2.64648,451821,2.64648,3746
/dev/md127,1,2,20,171.771,2.61328,446780,2.61328,3749
/dev/md127,1,2,20,172.781,2.64258,470325,2.64258,3745
/dev/md127,1,2,20,173.791,2.66992,444994,2.66992,3743
/dev/md127,1,2,20,174.801,2.61523,444957,2.61536,3744
/dev/md127,1,2,20,175.812,2.63672,452913,2.63757,3744
/dev/md127,1,2,20,176.822,2.77344,442002,2.77576,3746
/dev/md127,1,2,20,177.832,2.52734,481333,2.52405,3744
/dev/md127,1,2,20,178.843,2.59766,465669,2.59766,3746
/dev/md127,1,2,20,179.853,2.82022,461582,2.82397,3746
/dev/md127,1,2,20,180.864,2.77157,465938,2.76782,3747
/dev/md127,1,2,20,181.875,2.50586,478511,2.50586,3746
/dev/md127,1,2,20,182.886,2.56836,468858,2.56836,3745
/dev/md127,1,2,20,183.896,2.72461,448633,2.72717,3748
/dev/md127,1,2,20,184.907,2.69922,445439,2.69666,3746
/dev/md127,1,2,20,185.917,2.77582,460449,2.7793,3747
/dev/md127,1,2,20,186.928,2.56207,464999,2.55859,3747
/dev/md127,1,2,20,187.939,2.56641,469221,2.56641,3746
/dev/md127,1,2,20,188.949,2.57812,456466,2.57812,3747
/dev/md127,1,2,20,189.96,2.63477,438861,2.63477,3748
/dev/md127,1,2,20,190.971,2.60785,465980,2.61328,3747
/dev/md127,1,2,20,191.982,2.55414,456237,2.54883,3746
/dev/md127,1,2,20,192.992,2.59864,434950,2.60742,3747
/dev/md127,1,2,20,194.003,2.77221,471237,2.76578,3744
/dev/md127,1,2,20,195.013,2.79724,439646,2.79635,3746
/dev/md127,1,2,20,196.023,2.64453,448074,2.64294,3744
/dev/md127,1,2,20,197.034,2.56098,445506,2.56641,3744
/dev/md127,1,2,20,198.044,2.62152,463463,2.63477,3744
/dev/md127,1,2,20,199.055,2.63824,449417,2.625,3747
/dev/md127,1,2,20,200.066,2.49176,484975,2.48633,3743
/dev/md127,1,2,20,201.076,2.80078,463513,2.80078,3746
/dev/md127,1,2,20,202.086,2.68945,443368,2.68945,3746
/dev/md127,1,2,20,203.097,2.76081,456225,2.78235,3746
/dev/md127,1,2,20,204.107,2.6029,456179,2.58289,3746
/dev/md127,1,2,20,205.118,2.58746,481794,2.58594,3745
/dev/md127,1,2,20,206.129,2.56836,468523,2.56836,3745
/dev/md127,1,2,20,207.14,2.59766,453514,2.59766,3747
/dev/md127,1,2,20,208.15,2.60742,462566,2.60742,3746
/dev/md127,1,2,20,209.161,2.62695,449272,2.62695,3748
/blk/s2,1,0,20,1.01002,6.64734,0,6.58447,3843
/blk/s2,1,0,20,2.01997,6.57804,0,6.57849,3805
/blk/s2,1,0,20,3.03,6.58992,0,6.58972,3806
/blk/s2,1,0,20,4.03983,6.58801,0,6.58813,3805
/blk/s2,1,0,20,5.04969,6.58231,0,6.58215,3804
/blk/s2,1,0,20,6.05957,6.57809,0,6.57837,3805
/blk/s2,1,0,20,7.06944,6.57671,0,6.57666,3805
/blk/s2,1,0,20,8.07934,6.57735,0,6.57715,3806
/blk/s2,1,0,20,9.0893,6.58008,0,6.58008,3805
/blk/s2,1,0,20,10.0992,6.57727,0,6.57751,3805
/blk/s2,1,0,20,11.1091,6.58752,0,6.58765,3805
/blk/s2,1,0,20,12.119,6.57861,0,6.57788,3805
/blk/s2,1,0,20,13.129,6.58337,0,6.58398,3806
/blk/s2,1,0,20,14.139,6.58459,0,6.58459,3805
/blk/s2,1,0,20,15.1489,6.55603,0,6.55676,3805
/blk/s2,1,0,20,18.9044,0.23056,820,0.229027,14157
/blk/s2,1,0,20,19.9149,2.57925,532619,2.58093,3735
/blk/s2,1,0,20,20.9252,2.71411,462585,2.71448,3744
/blk/s2,1,0,20,21.9354,2.69763,460742,2.69775,3744
/blk/s2,1,0,20,22.9454,2.70334,460664,2.70312,3743
/blk/s2,1,0,20,23.9552,2.71558,460908,2.71545,3744
/blk/s2,1,0,20,25.0879,2.73465,557119,2.73523,4196
/blk/s2,1,0,20,26.0978,2.70914,460981,2.70874,3745
/blk/s2,1,0,20,27.1081,2.61459,455727,2.6167,3745
/blk/s2,1,0,20,28.1182,2.66492,456384,2.66492,3745
/blk/s2,1,0,20,29.1284,2.66052,456351,2.66052,3747
/blk/s2,1,0,20,30.1387,2.66345,451043,2.66345,3745
/blk/s2,1,0,20,31.1489,2.63916,455826,2.63916,3746
/blk/s2,1,0,20,32.1592,2.66577,454662,2.66577,3746
/blk/s2,1,0,20,33.1696,2.65698,464088,2.65698,3746
/blk/s2,1,0,20,34.1799,2.65894,463331,2.65894,3745
/blk/s2,1,0,20,35.1901,2.66223,440171,2.66223,3747
/blk/s2,1,0,20,36.2004,2.63309,466428,2.63318,3745
/blk/s2,1,0,20,37.2107,2.68295,446700,2.68286,3747
/blk/s2,1,0,20,38.2211,2.65869,441341,2.65869,3747
/blk/s2,1,0,20,39.2314,2.66077,465303,2.66077,3744
/blk/s2,1,0,20,40.2417,2.69006,456306,2.69006,3746
/blk/s2,1,0,20,41.2519,2.6311,466636,2.6311,3745
/blk/s2,1,0,20,42.262,2.66263,459508,2.66272,3746
/blk/s2,1,0,20,43.2721,2.6312,466425,2.6311,3744
/blk/s2,1,0,20,44.2821,2.65942,464626,2.65942,3745
/blk/s2,1,0,20,45.2924,2.66309,457994,2.66309,3747
/blk/s2,1,0,20,46.3025,2.62695,464463,2.62695,3746
/blk/s2,1,0,20,47.3126,2.65771,452819,2.65771,3747
/blk/s2,1,0,20,48.3227,2.65869,440876,2.65869,3748
/blk/s2,1,0,20,49.333,2.63977,467115,2.63977,3745
/blk/s2,1,0,20,50.3431,2.62,469709,2.62,3745
/blk/s2,1,0,20,51.3531,2.66943,452502,2.66943,3746
/blk/s2,1,0,20,52.3632,2.62097,445910,2.62097,3744
/blk/s2,1,0,20,53.3733,2.6084,463084,2.6084,3745
/blk/s2,1,0,20,54.3836,2.65454,448962,2.65454,3747
/blk/s2,1,0,20,55.3938,2.65063,451128,2.65063,3747
/blk/s2,1,0,20,56.4039,2.54456,460790,2.54456,3745
/blk/s2,1,0,20,57.414,0.322998,31987,0.322998,3804
/blk/s2,1,0,20,58.424,0,0,0,3808
/blk/s2,1,0,20,59.4339,0,0,0,3808
/blk/s2,1,0,20,60.4443,0.37915,116757,0.379486,3792
/blk/s2,1,0,20,61.4545,2.58911,459948,2.58936,3745
/blk/s2,1,0,20,62.465,2.61414,435149,2.61414,3747
/blk/s2,1,0,20,63.4753,2.62646,458411,2.62646,3745
/blk/s2,1,0,20,64.4857,2.6532,456895,2.6532,3745
/blk/s2,1,0,20,65.496,2.62952,456948,2.62952,3744
/blk/s2,1,0,20,66.5063,2.65881,453056,2.65881,3745
/blk/s2,1,0,20,67.5167,2.66162,462474,2.6615,3744
/blk/s2,1,0,20,68.5269,2.61682,447115,2.61694,3744
/blk/s2,1,0,20,69.5375,2.65527,452973,2.65527,3745
/blk/s2,1,0,20,70.5475,2.65149,446902,2.6488,3744
/blk/s2,1,0,20,71.5574,2.47754,460357,2.47803,3741
/blk/s2,1,0,20,72.5674,2.6283,457995,2.62805,3742
/blk/s2,1,0,20,73.5773,2.51575,457013,2.51587,3742
/blk/s2,1,0,20,74.5871,2.70898,454288,2.70911,3744
/blk/s2,1,0,20,75.5969,2.54651,456917,2.54675,3741
/blk/s2,1,0,20,76.607,2.4978,448394,2.49976,3744
/blk/s2,1,0,20,77.6172,2.65808,453749,2.65808,3745
/blk/s2,1,0,20,78.6274,2.67371,450501,2.67371,3746
/blk/s2,1,0,20,79.6376,2.67175,458389,2.67175,3744
/blk/s2,1,0,20,80.6476,2.67224,462533,2.67224,3743
/blk/s2,1,0,20,81.6577,2.60181,460070,2.60181,3743
/blk/s2,1,0,20,82.6679,2.62216,456219,2.62207,3747
/blk/s2,1,0,20,83.6782,2.65408,449793,2.65417,3748
/blk/s2,1,0,20,84.6883,2.64636,451884,2.64636,3744
/blk/s2,1,0,20,85.6986,2.66895,440727,2.66895,3746
/blk/s2,1,0,20,86.7087,2.64771,454632,2.64771,3744
/blk/s2,1,0,20,87.7188,2.64673,450862,2.64673,3743
/blk/s2,1,0,20,88.7289,2.64746,463190,2.64747,3743
/blk/s2,1,0,20,89.7391,2.64478,454124,2.64478,3744
/blk/s2,1,0,20,90.7493,2.64709,463328,2.64709,3743
/blk/s2,1,0,20,91.7592,2.64291,431014,2.64087,3746
/blk/s2,1,0,20,92.7692,2.5961,457678,2.5957,3742
/blk/s2,1,0,20,93.779,2.63367,453614,2.63391,3744
/blk/s2,1,0,20,94.7889,2.54211,457224,2.54187,3742
/blk/s2,1,0,20,95.7987,2.56543,461522,2.56616,3742
/blk/s2,1,0,20,96.8085,2.52258,456816,2.52209,3743
/blk/s2,1,0,20,97.8184,2.59924,456258,2.59937,3743
/blk/s2,1,0,20,101.847,0.880371,97032,0.880371,15173
/blk/s2,1,0,20,102.858,2.32959,510837,2.32944,3740
/blk/s2,1,0,20,103.868,2.70288,458542,2.70312,3746
/blk/s2,1,0,20,104.878,2.75671,454649,2.7572,3746
/blk/s2,1,0,20,105.888,2.73591,458819,2.73572,3744
/blk/s2,1,0,20,106.898,2.65481,453378,2.65515,3743
/blk/s2,1,0,20,107.908,2.69717,458495,2.69702,3743
/blk/s2,1,0,20,108.918,2.71887,459953,2.72095,3744
/blk/s2,1,0,20,109.928,2.61401,463281,2.61401,3743
/blk/s2,1,0,20,110.938,2.61725,470257,2.61707,3743
/blk/s2,1,0,20,111.948,2.61703,459159,2.61731,3743
/blk/s2,1,0,20,112.958,2.64841,465678,2.64832,3744
/blk/s2,1,0,20,113.969,2.67615,463904,2.67615,3741
/blk/s2,1,0,20,114.979,2.60278,473633,2.60278,3742
/blk/s2,1,0,20,115.989,2.63623,473603,2.63623,3742
/blk/s2,1,0,20,116.999,2.67615,468701,2.67407,3743
/blk/s2,1,0,20,118.009,2.64359,458153,2.64355,3743
/blk/s2,1,0,20,119.019,2.69637,462618,2.69642,3741
/blk/s2,1,0,20,120.029,2.76001,459053,2.76013,3742
/blk/s2,1,0,20,121.039,2.73572,457110,2.73547,3742
/blk/s2,1,0,20,122.049,2.68077,451852,2.68091,3743
/blk/s2,1,0,20,123.059,2.74602,456805,2.74573,3745
/blk/s2,1,0,20,124.069,2.68015,463336,2.6825,3744
/blk/s2,1,0,20,125.079,2.63879,471639,2.63879,3743
/blk/s2,1,0,20,126.089,2.63736,459348,2.63745,3743
/blk/s2,1,0,20,127.1,2.6373,472490,2.63721,3743
/blk/s2,1,0,20,128.11,2.61084,465907,2.61084,3743
/blk/s2,1,0,20,129.12,2.63806,472380,2.63806,3741
/blk/s2,1,0,20,130.131,2.62585,461025,2.62341,3743
/blk/s2,1,0,20,131.14,2.73361,456646,2.73401,3743
/blk/s2,1,0,20,132.15,2.68506,455723,2.68518,3743
/blk/s2,1,0,20,133.16,2.73367,456629,2.73352,3743
/blk/s2,1,0,20,134.17,2.69751,456313,2.69763,3743
/blk/s2,1,0,20,135.18,2.76672,456917,2.76611,3742
/blk/s2,1,0,20,136.19,2.67334,466869,2.6759,3742
/blk/s2,1,0,20,137.2,2.63,463471,2.63,3742
/blk/s2,1,0,20,138.21,2.60571,469582,2.60571,3741
/blk/s2,1,0,20,142.598,1.83923,285882,1.83728,16500
/blk/s2,1,0,20,143.609,2.53751,437350,2.53745,3748
/blk/s2,1,0,20,144.619,2.62762,459823,2.62744,3744
/blk/s2,1,0,20,145.629,2.64948,455917,2.6499,3744
/blk/s2,1,0,20,146.639,2.63266,459217,2.63501,3743
/blk/s2,1,0,20,147.65,2.63306,470884,2.63306,3744
/blk/s2,1,0,20,148.66,2.63074,471282,2.63074,3742
/blk/s2,1,0,20,149.67,2.64233,467959,2.64221,3743
/blk/s2,1,0,20,150.68,2.59045,472709,2.59058,3742
/blk/s2,1,0,20,151.69,2.60742,457886,2.60742,3743
/blk/s2,1,0,20,152.7,2.63638,469114,2.6344,3742
/blk/s2,1,0,20,153.71,2.65414,451619,2.6543,3742
/blk/s2,1,0,20,154.72,2.57178,453773,2.57361,3744
/blk/s2,1,0,20,155.731,2.63098,456166,2.63098,3744
/blk/s2,1,0,20,156.741,2.6022,449420,2.60229,3745
/blk/s2,1,0,20,157.751,2.68896,459509,2.6864,3742
/blk/s2,1,0,20,158.761,2.63279,455769,2.63318,3741
/blk/s2,1,0,20,159.771,2.74664,456361,2.74658,3742
/blk/s2,1,0,20,160.78,2.72479,456491,2.72498,3743
/blk/s2,1,0,20,161.79,2.71985,456464,2.71948,3742
/blk/s2,1,0,20,162.8,2.70593,456360,2.70557,3743
/blk/s2,1,0,20,163.81,2.6731,455698,2.67383,3742
/blk/s2,1,0,20,164.82,2.67212,460057,2.672,3742
/blk/s2,1,0,20,165.83,2.63904,465830,2.64111,3743
/blk/s2,1,0,20,166.84,2.62579,468516,2.62561,3742
/blk/s2,1,0,20,167.851,2.62445,470636,2.62463,3742
/blk/s2,1,0,20,168.861,2.62549,459317,2.62549,3743
/blk/s2,1,0,20,169.871,2.6283,468979,2.6283,3742
/blk/s2,1,0,20,170.881,2.62244,455421,2.62244,3743
/blk/s2,1,0,20,171.891,2.63062,466879,2.63062,3741
/blk/s2,1,0,20,172.902,2.62585,465951,2.62585,3744
/blk/s2,1,0,20,173.912,2.672,461891,2.67004,3743
/blk/s2,1,0,20,174.922,2.69019,449767,2.68994,3743
/blk/s2,1,0,20,175.932,2.5668,461555,2.56689,3742
/blk/s2,1,0,20,176.942,2.65842,453883,2.65784,3743
/blk/s2,1,0,20,177.952,2.60901,449070,2.61366,3744
/blk/s2,1,0,20,178.962,2.66382,449563,2.66418,3746
/blk/s2,1,0,20,180.058,2.25634,335153,2.25621,4085
/blk/s2,1,0,20,181.068,0.0498047,271,0.0518799,3808
/blk/s2,1,0,20,182.077,0,21,0,3808
/blk/s2,1,0,20,183.087,0,0,0,3808
/blk/s2,1,0,20,184.097,1.61732,355203,1.61546,3759
/blk/s2,1,0,20,185.107,2.67834,454006,2.67871,3745
/blk/s2,1,0,20,186.117,2.68259,454068,2.68237,3747
/blk/s2,1,0,20,187.127,2.64127,468005,2.64355,3745
/blk/s2,1,0,20,188.137,2.62134,445631,2.62134,3747
/blk/s2,1,0,20,189.147,2.6228,467621,2.6228,3744
/blk/s2,1,0,20,190.157,2.64905,467239,2.64905,3742
/blk/s2,1,0,20,191.168,2.61511,448014,2.61511,3744
/blk/s2,1,0,20,192.178,2.62061,463617,2.62061,3742
/blk/s2,1,0,20,193.188,2.64685,464813,2.64685,3743
/blk/s2,1,0,20,194.198,2.64307,458228,2.64307,3742
/blk/s2,1,0,20,195.208,2.61523,472266,2.61523,3741
/blk/s2,1,0,20,196.218,2.61768,452006,2.61768,3744
/blk/s2,1,0,20,197.228,2.61987,446392,2.61987,3744
/blk/s2,1,0,20,198.239,2.61841,460385,2.61841,3742
/blk/s2,1,0,20,199.248,2.65637,465516,2.65405,3742
/blk/s2,1,0,20,200.258,2.6095,461796,2.60962,3742
/blk/s2,1,0,20,201.268,2.76764,454813,2.76733,3743
/blk/s2,1,0,20,202.278,2.73346,450178,2.73364,3744
/blk/s2,1,0,20,203.288,2.78638,450186,2.78674,3744
/blk/s2,1,0,20,204.298,2.56885,463933,2.5708,3744
/blk/s2,1,0,20,205.308,2.61682,461701,2.61682,3743
/blk/s2,1,0,20,206.318,2.61926,474721,2.61926,3742
/blk/s2,1,0,20,207.329,2.61963,471554,2.61963,3741
/blk/s2,1,0,20,208.339,2.6344,474071,2.63245,3742
/blk/s2,1,0,20,209.349,2.78458,454869,2.78442,3744
/blk/s2,1,1,20,1.00992,0.970104,0,0.960407,3841
/blk/s2,1,1,20,2.01973,0.970127,0,0.970119,3804
/blk/s2,1,1,20,3.02957,0.98914,0,0.989136,3803
/blk/s2,1,1,20,4.0395,1.00805,0,1.00807,3804
/blk/s2,1,1,20,5.04935,0.999832,0,0.999821,3804
/blk/s2,1,1,20,6.05924,1.00198,0,1.00197,3804
/blk/s2,1,1,20,7.06919,1.00187,0,1.00187,3804
/blk/s2,1,1,20,8.07922,1.00071,0,1.00071,3804
/blk/s2,1,1,20,9.08901,1.00328,0,1.00329,3804
/blk/s2,1,1,20,10.0989,1.00596,0,1.00597,3804
/blk/s2,1,1,20,11.1087,0.999168,0,0.999153,3803
/blk/s2,1,1,20,12.1187,0.995968,0,0.995972,3804
/blk/s2,1,1,20,13.1286,1.00175,0,1.00177,3804
/blk/s2,1,1,20,14.1385,1.01068,0,1.01067,3804
/blk/s2,1,1,20,15.1484,1.00217,0,1.00217,3804
/blk/s2,1,1,20,16.1583,0.996254,0,0.996239,3804
/blk/s2,1,1,20,17.1682,0.990337,0,0.990353,3803
/blk/s2,1,1,20,18.1782,0.998657,0,0.998665,3804
/blk/s2,1,1,20,19.1881,0.997101,0,0.997108,3804
/blk/s2,1,1,20,20.198,0.998276,0,0.998272,3804
/blk/s2,1,1,20,21.2078,1.00626,0,1.00627,3804
/blk/s2,1,1,20,22.2178,0.989452,0,0.98946,3804
/blk/s2,1,1,20,23.2276,0.994144,0,0.994141,3804
/blk/s2,1,1,20,24.2375,1.00327,0,1.00326,3803
